ID,review,label
4524,chye pesa haram ka ho ikhlaq aur seerat ki baatein books mein achi lagti hai,Negative
4525,mujhe nakaam hone se zara pehle utha,Negative
4526,nahiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii taniya madam ya baat theek nahi,Negative
4527,yar discunt ky nam per dhokha hi koi dicunt nen tplink nd market price ruppes hi yahan hzar kh kr disunt dy kar duble ki pemint per single dy rhy hin drazpk ka mear khrab ho rha hi is ka koi hal nkalen,Negative
4528,dua farmaiye ga k allah pak mujhe b apne khas bandon main shamil farma leallah aap per razi ho,Positive
4529,beshak,Positive
4530,allah pak apki madad kray ameen,Positive
4531,majbori,Negative
4532,touba karo mn kahan koe shareef hun🙋😜 sirf ap e ho😱😂,Negative
4533,allama raghib ahsan ne apni pori zindagi musalmano ki falah o behbood aur unhe aqwaam e aalam mein sahi maqam dilane ke liye waqf ki,Positive
4534,sahi imaan aur sahi aqaid ki kami sahi deen kya hai hum nahi jante,Negative
4535,roshan khan ke sahebzade jahangir khan ka nam squash ki tareekh mein sunahre hooroof se likha jata hai,Positive
4536,itna pesa khaya h punjab py thora sa to haq bnta tha awam ko pagal b to banana tha akhir,Negative
4537,per b wo kise k favorite sir thay ya per hai,Positive
4538,walaikumsalam app ko bhi eid mubarak,Positive
4539,bhool jao mujhe me ny tm sy piyar sekha tha kisi or k lia,Negative
4540,bht nikly mere armaan lekin phir b km nikly,Negative
4541,kindly apnee compign koo strong karain orr bohat say kaam han kernay walay,Positive
4542,allah ap ki masloon ki hifazat kre ameen,Positive
4543,bohoot accha hai pics app do no hamisha khos raho,Positive
4544,iss leye waqti tour per bhutto ko mana lea gia aur qoumi assembly mein unsay allan e tasqand ki hamayat bhi kerwai gai tahum june mein achanak unka istafa manzoor ker kay unhain farig ker dia gai,Negative
4545,abhi tk to aa raha hai,Positive
4546,hakeem sahab mjhy or meri family ko b dua my zaror yaad rakhy or mera gher lenay my jo rokawaty hain on ko allah pak dor ker day ameen,Positive
4547,behtreen cheez ha,Positive
4548,jab ke bharat mein inhe mein tata award mila,Positive
4549,tek woh british open mein na qabil e taskheer rahe yani yeh title woh mertaba lagatar jeete,Positive
4550,tabdeli yhi log laskengy,Positive
4551,jis ki kamiyabi ke bad inhe science fiction films ka mustanid director samjha jane laga,Positive
4552,jye quaid e motram hazaron sall,Positive
4553,uff esi diet,Positive
4554,beshak wo zaat bht azeem hy,Positive
4555,kids ky achy naseeb ka wazifa bata dain,Positive
4556,hazrat g hmari manzil tasbeeh khana hy,Positive
4557,begum bilquis edhi aur kubra edhi nay is mouqe per kaha kay woh duniya ka ameer ya ghareeb mulk ho wahaan mareez mareez hi hota hai,Positive
4558,nusrat fateh ali khan sahi maeyno mein shohrat ki bulandiyon par us waqt pohnche jab peter gabriel ki mauseeqi mein gaai gai,Positive
4559,kaha ja sakta hai ke kuch khilariyon ne hasad ki waja se jan bojh kar kharab kheel pesh kiya,Negative
4560,aaj ki shab milnay walay watan pakistan ki salamati k lye duaao ki appeal,Positive
4561,aap ke usatzaa mein mir maulvi shams ul haq ( jo allama iqbal ke bhi ustaad the ) bhi shamil the,Positive
4562,:p me bhi tharki nhi hu,Negative
4563,ahan likin pmln bhe be izzat he ho rhi,Negative
4564,namaz qaim kro kiun k namaz behayai sy rokti hai islam mein hukam k sath reasoning bhi hai bss aqal mand logo k liye he nishaniyan hai aur wohi samjhty hain inko,Positive
4565,meine darazpk se or bhi products mangwaye hain kuch achay hotay hain or kuch nahi khair ye tshirt achi hai pehn kar achi lagti hai laken kaafi mota kapra hai garmiyon mein pehnne laiq nahi hai laken wese aap kahin pehn ke bhi chalay jao toh achi lagti hai main isay jeans par pehnta hun arms ke paas se bohot achi fitting hai iski v neck thora stylish lagta hai or price ke hisaab se mein kahunga ke yeh achi ha,Positive
4566,wasim akram pehle bowler hain jinho ne yeh hadaf hasil kiya hai,Positive
4567,paris dhamakay americi saddar barack obama ki press breafing hamla paris par nahi puri insaniyat par hai,Negative
4568,badnam hi karin,Negative
4569,pemra ki tv chanals ko behuda ishtiharat rokne ki hidyat,Positive
4570,udher whaeed murad nay bhi yeh sabit ker nay ki than lit hi key film arts merey dam qadam se chal raha tha aur parvaiz malik key begair bhi main kamyab filmein bana sakta hoon chunan chey unhon ne film “ ishara”banae aur uski direction bhi khud di,Negative
4571,taqriban dehaaiyon par mushtamil career mein wasim akram kar records bhi apne naam kar chuke hain,Positive
4572,tere mention krne se pehle mere gallery m save hogae janu ke pic,Positive
4573,qayam e pakistan ke baad un ki pheli film “hichkole” thijo mein numaish ke leye pesh hoi,Positive
4574,app nay majmoye tour per world cups mein hisa liya jo kay say lay kar tak munaqad huway,Positive
4575,firstly muchain sabhalo :d :d,Negative
4576,council of foreign relations ne aur mein inhe best teacher ke award se nawaza,Positive
4577,shadi mubarak hoi,Positive
4578,i love your lahore qalandars very nice,Positive
4579,bilquis edhi ko in khidmaat ke eteraf mein filal e imtiaz・aur amon magsaysay・award ke elawa mutafariq inamaat aur ezazat mil chuke hain jin ki tafseel khud unhen bhi yad nahi,Positive
4580,bilkul sahi aese morning show ka bnd ho jana hi bhtr he,Positive
4581,ke awail mein “andaz apna apna” ne aik bar phir salman khan ko kamyabi ki shahrah par gamzan kar diya,Positive
4582,aksar saeed anwar ke bat se milaap ke bad ball bijli ki si tezi se boundary line ki taraf jati thi jise rokne ke liye kisi bohat je jeedar fielder ki zarorat hoti thi,Positive
4583,meri ami tu batati hain alhamdolillah,Positive
4584,sarko per mqm ppp pml n pti samet kayi mukhaalif jamato k camps per jashan,Positive
4585,chaudhry aslam khan ne liyari task force ke sarbarah ki hesiyat se liyari mein jaraim pesha anasir ke khilaf mutadid karwaiyan bhi kiein jis par liyari gang war ke mujodah sarbarah uzair jan baloch ne bhi qatal karne ki dhamkiyan de thein,Positive
4586,ya shaheed hy ar ap hans rahy toba,Positive
4587,video theak nai arahi,Negative
4588,lanat ho is dozakh ky kuty par,Negative
4589,defenc k qabristan se bhari miqdar me baroodi mawad baramad elaqe m khof hiras,Negative
4590,ar jo nhi parhaya wohi sb jaga nazar aaya,Negative
4591,qasmy besabri aay intezar kal ka,Negative
4592,wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga rangers,Negative
4593,bil aakhir allah pak se lau lagai aur is tarah totey hue dil ko qarar aaya,Negative
4594,lant ho asi videos banny walon par allah gark kry asy logo ko,Negative
4595,star gate k pass bilal hameed nami shakhs ko sada libas ahelkar agwa kar k legae,Negative
4596,ajaa bc pilati hon coca cola 😂😂,Negative
4597,aj ki rat apny pyary rab k nam kr k dekhodono jhan ki khushiyan mily giin sha allan,Positive
4598,waheed murad key walid nisar murad karachi mein kamyab distri bauter they mein waheed murad ne karachi university se ma (english) kiya aur uskey bad walid key karobar mein purey tour par shareek hotey huay apni pehli film aulad ka agaz keya jis key director sm yousuf they aur adakaron mein nayar sultana aur darpen shamil they waheed murad nay iss film mein aik roll bhi ada keya lakin in ki adakari key asal jaouher tab khuley jab un key dost parvaiz malik amrica se film sazi ka diploma ley ker lautey aur unhon nay waheed murad ki film heera aur patther ki hedayat kari key faraiz sanbhal leyeh,Positive
4599,suleman he ko dekh lijiye jo imran aur jamaima ka barha beta hai wo is baras saal ka ho jaega lekin ab bhi wo apne baap ke sath chimat kar sota hai aur mera khayal hai ke waldain ke liye ladkon ke sath laad piyar karna bohat zarori hai chahe wo kitne he barhe kyun na ho jae,Positive
4600,purane waqton mein jab hukumat kisi khbar ki zamanat zabt karti to mali nusan awam ke chande se pora kiya jata lekin mein nawa e waqat ki dobara zamanat zabt hone par bhi hameed nizami ne chande ka kashkol uthana quomi gherat ke munafi tasawor kiya aur apne mali wasail se zar e zamanat dakhil karaya,Positive
4601,lanat hamaray behis hukamrano husoosan pervez musharaf par,Negative
4602,spray to acha hai but saari bottles half se bhi kam hain,Negative
4603,aiza khan tm itni khubsurat ho k main bas kia batawo,Positive
4604,thak gya h,Negative
4605,mubarak,Positive
4606,ya allah karim in ki madad farma amin,Positive
4607,aja pilati😝😝,Positive
4608,is muzahere mein khawateen ne mehgayi khurak ki qilat aur almi jung ke bais paida hone wale masail par bhi shaded ahtejaj kiya,Negative
4609,september ko un ki gari be qabo ho kar mumbai ki aik bakery mein ghos gai jis ki wajah se bakery ke ahate mein soya howa aik shakhs halak ho gaya aur salman khan ko jail ki hawa khani pari un par beparwahi se driving karne ka ilzam lagaya gaya,Negative
4610,hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,Positive
4611,woh aik jagirdar kay ghar mein paida huye thay magar unki walda ka taluq jagirdar khandan say na tha jis ki wajah say un kay susral walay un say achcha salook na kertay thay,Negative
4612,dono ne jis andaz mein bharti fielding ko mutashir kar ka runs samaete shayid hi aisi innings dobara kabhi dekhne mein na aye,Positive
4613,aakhir raha na gaya,Negative
4614,is ke niteje mein un ka dil lahore ki filmi siyasat se uchat hone laga aur mein wo karachi shift ho gaye,Negative
4615,rula dia na :(,Negative
4616,hahaha phr jo kch marks milne hain us s bhi jaungi,Negative
4617,kisi qazi se poch lo ye b saza e mout hy,Negative
4618,mujy b ya drama had sa zyda acha lgta hai,Positive
4619,allah ko yaad kar k naik bannay k bjay apna tamasha bana rahy hen allah hidayat da,Negative
4620,bakya cities main raat baja taak mokamal service bahal ho jaya ge,Positive
4621,matlab jahiliyat ki had hai bro,Negative
4622,merii nai guzartii esii shukar ha,Positive
4623,ghunni meesni bni bethi hti ho r sari gndi baten tm he krti ho 🤣🤣🤣🤣,Negative
4624,han koi shak ni,Positive
4625,good one,Positive
4626,wo captain kya bane… in ki bating aur bhi ziyada karari ho gai,Positive
4627,hahaaaduleh ka shumar kis janwar se tahapne itne sare dooston ko le gagaya shadi me haaaa,Negative
4628,jnb k pun chumny ko boht betab hun,Positive
4629,ham log peerzada sahib ki tareef k qabil b nahi shyad,Positive
4630,shazib ap jhoty ho darbari ho ptv mi sb noon waly gay thy jhoty moqadmy lgay gay pti pr,Negative
4631,inhon nay kaha kay insaniyat ki ban ul aqwami khidmat kay hawale say hamara aik qadam aur age bhar raha hai,Positive
4632,mein sirf payment pr shop k malik banye baqaya kama k ada kijea,Positive
4633,august ko ray shumari hoi jis ke natije mein tehrik e adam etemad nakam ho gayi,Negative
4634,kabhi aap dusro k lye dil se dua mang kr dekho,Positive
4635,sharamkl light e nai thi,Negative
4636,konsa dhemaka agay thore ho rehay hian dhamakay jo abi or hone wala hai,Negative
4637,sab say ziyada maza to pichay walo ko aarha hai,Positive
4638,lekin tv par dakhla unhen kisi chor darwaze ya achanak chance ke zariye nahi balke mutadid bar audition ke marahil se guzarne aur apne intekhab ki merit sabit karne ke bad hi mila,Positive
4639,nawa e waqt aur tehrik e pakistan lazim o malzom ban gaye,Negative
4640,main chahti hon ke aise bachen taleem hasil karen taa ke jab wo ・ baras ke hon to apni purani zindagi ki taraf na laut jae na he drugs mein panah dhondein,Negative
4641,huuufff had goose bumps fantabulous performance by all of u,Negative
4642,bhai ye kon sa fatwa dy diya ap ne kese kese log hain dunya mein 🤦‍♂️,Negative
4643,roshan ke british opoen ke final mein pahonche zaroor thay magar azam khan ke haton shikst kha gaye thay,Negative
4644,subai hakumat ne chand raat per hawai firing karne per pabandi aid kr di,Positive
4645,hahaha dfa hoja,Negative
4646,janb wala ap logo sy mara ek guzarish hy meary pakistan my agr kesy k sat koi zydty ho ja ta hy to osko seda fire krka mar dy ta hay or muslman y or pir agy sy bary bary baty b kraty hy or mai na inuslt ky falny admi ke or mai pakistani qoom sy requeste kraty afiya hamry bety bhen be hy or hamry maa hy kuch karo in ko chorao in ky laiy awz otao,Negative
4647,my favooorite one main iss dramein piche pagal hogayi hui hoon,Positive
4648,question: kapre kharedne se phele qimat malom karte hainshahrukh khan: nahi ameer hone ka ye matlab ye hai ke aap kisi dokan mein jayein aur ye fasla na kar payein ke donon mein se kon si t shirt ziyadah achi hai to phir donon kharid len aur donon mein se koi bhi na pehanne,Negative
4649,mein jab fazal ul haq ne muslim league party ki policy par amal peyra na hote hue defense council ki rukniyat qabool kar li aur bad mein mustafi hone se inkaar kar diya to us mauqey par hussain shaheed suhrawardy aur khuwaja nazim uddin ne unke khilaf aik mahaz banaya tha,Negative
4650,alaikum salam teekh hoon bas thora sa perishaan hoon mein college ki cheesay neya saal ka liye tyaar karna hai aur yeh saal bohoot mushkil ho go mera liye to inshallah accha karney ki liye dua karay merey liye,Negative
4651,aur tm safai se kr jati ho 👊🏻👊🏻😒,Positive
4652,ma'am sameena: why should i pass you me: ghareeb ki dua lagaygi maam,Negative
4653,chat ki tapish ka khatma bina tor phor k hr kaam guaranteed,Negative
4654,ye durust hai ke aik do martaba hum jeet ke kafi nazdik aaye magar har gaye to is ki wajah khuf aur dabao nahi tha,Positive
4655,please dua kern mery or mery husband k liye,Positive
4656,bohat dukh hai un ka…,Negative
4657,very nice drama mout ka pagham dena wala abdullah,Positive
4658,hi ap ka pic bat bat acha hui,Positive
4659,shershah amp orangi town me current lagnay se afrad janbahaq,Negative
4660,anty zra holy,Negative
4661,wo muaaf kar dene wale shakhs hain agar koi shakhs bilkhusoos koi mulazim ghalti kar bethta hai to wo ise yaksar nazar andaaz kar dete hain,Positive
4662,muqadma ps dharaksha me daraj karain ge faisal wada,Negative
4663,apne kaam mein is tarah magan hoi ke mujhe khud bhi ye ehsas bad meinhowa ke koi undekhi lagan hai jo mujhe yun din raat masrof rakhe howae hai,Positive
4664,molvi abdul haq ne urdu ko pakistan ki qaumi zanban banane ke silsile mein zabardast jid o jehad ki,Positive
4665,jinhe bilamoom saraha jata hai,Positive
4666,jis tarah un ki shairi anokhi hai un ke khotot bhi nasar nigari ken aye dor ka aghaz hain,Positive
4667,karachi ki prime location per mobile ka karobar kerne ka nadir moqa,Positive
4668,saeed anwar ne one day international matches mein,Positive
4669,yeh kahani inho ne sirf ghanton mein mukammal kit hi,Positive
4670,ye bhot he acha cantrolar he,Positive
4671,kch nai her aik ki yehe khuwaish ha,Negative
4672,us ghareebi se panah mango jo mayoos kar deti hai,Negative
4673,ese toh mt keh itni mushkil se tera jor dhonda mene,Negative
4674,aunty ko ab banda kya kahen,Negative
4675,�eee€�eee un ke likhe howae afsane aur qalmi khake adbi halkon mein aik khas shuhrat rakhte the lekin un ki manzil afsana aue khaka nigari na thi,Positive
4676,hahahah bs ab khatam wo meray liye :,Negative
4677,ishaq dar k aiwan me aane tk mamla muakhar kr diya gaya,Negative
4678,jin logon ko mujh se jalan hoti hai wo jalte rahe,Negative
4679,lambi umer dey ap ko ameen,Positive
4680,tum sab mil kar allah k samnay tauba karo takay tumhen falaah aur kamyabi naseeb ho,Positive
4681,allaha all muslim ki muafi qabul kary or mari bhi,Positive
4682,sindh govt ne nazimabad under pass ka mansooba khamoshi se khatam ker dia,Negative
4683,next time trophy apni a dont worry,Positive
4684,pehla drama js me acha lg raha ye,Positive
4685,hassan husnain,Positive
4686,aap ko aaj ye revelation hoi k shaid・just maybe・loog ratt k presentation dete hain,Negative
4687,dosri aeham tip yeh hai ke aap ko apne bachon ke sath ziyada se ziyada waqt guzarna chahiye log hairan ho kar mujh se pochte hain ke main ne,Positive
4688,students or parents ki aala hukkam se zid chor ker jang band kerne ki appeal,Negative
4689,bhai jaan chuti nai mili halkay main is say strong candidate koi nai ha,Negative
4690,inho ne test centuries banai hain aur is muaamley mein sirf sachin tendulkar se piche hain,Positive
4691,qiyam pakistan ke sath hi pakhtunistan ke daye ho gae,Negative
4692,model town ko kashmir tum ny bnaya show baz drama,Negative
4693,apnay kharchay khudd uthaa saknay wali independent aurat ko jo bghair kisi py depend kiye aur bghair kisi ki faaltu bakwaas sunay (k g mein tou boht azeem aadmi hun k o biwi tumhara kharcha uthaa rha hun) izzat k sath zindagi guzaar rhi ho ussay kehtay hain kaamyaab aurat,Positive
4694,saal ki umar mein inhone apni maa ko dekh bhal ka kaam sambhala jo shadeed qisim kay ziya diabetes mein mubtala thein,Positive
4695,iss nazuk muqe par unhon ne apne hawas barqarar rakhe aur apne shaheed sathi ki machine gun utha kar phir barsar e pekar ho gaye,Positive
4696,maa cheez e ase ha jis ka koi namil badl ni,Positive
4697,izat keya kr meri,Positive
4698,bus brri ki qadar nae apko,Negative
4699,hahha sabar kar allah sabar karna walo ka sath ha,Positive
4700,kinza ko dafa ho jana chahiya,Negative
4701,cricket ki duniya ne ab tak jo azeem tareen player paida kiye in mein brian lara top of the list hain,Positive
4702,thank you for sparing some time from indian film industry!,Positive
4703,tere se wada tharki kahi dekha nai kia karun,Negative
4704,janab justice iftikhar muhammad chaudhry aur aala adliya awami etemad ki dolat se malamal hain,Positive
4705,nawaz chor family chor h,Negative
4706,sylvester ki umer jab baras hui to waldain mein alehdgi ho gai aur wo apni waldah ke sath rehne lage,Negative
4707,khabaron mein rehne wali adakara meera valentine day manane captain naveed ke pas america pohanchen magar naveed ki family ne meera ko ghar mein dakhil hone se rok diya,Negative
4708,dono couple khrab kr diye,Negative
4709,laanat murtad kaminy,Negative
4710,aap ne mulki adab ko nai jahton se roshanas karaya,Positive
4711,yaar apne mamaki id btaaa,Positive
4712,yeh sab kam manzur khanzeer ka kam hay peshawar may belor shaheed kia bolchistan may siraj rahsani ko shaheed kia or banu may akram durani par hamla kia,Negative
4713,inqelabaat zamana ne iqbal bano ki awaaz ko kabhi mutassir nahi kiya bal ke mazeed nikhaar diya tha,Positive
4714,allah ki raza mandi ke bagir koi cheez hasil nahi ki jasakti chahe insan kitna hi yaqeen or nazmosabt ke saath hasil karne ki koshish karle,Positive
4715,kafi comfortable hai pehnnay mein aur black color honay ki wajha sey ye har cheez par chal jati hai main islye aksar ye hoodie pehnta hun liken shukar hai fitting waghera sub theek hai phr bhi,Positive
4716,meri taraf se uh k liye,Positive
4717,cricket ke bohat se qadamat pasand experts ne off stump ki janib yalghar karne ki saeed anwar ki kamzori par umgliyan uthai hain lekin sachi baat yeh hai ke jis batsman ne off stump ki bhol bhullaiyon par mabni gher yaqeeni duniya ko musakhir kiya,Positive
4718,mein uk mein rahta hoon and app kay dars her waqt sunta hoon or bahhot khoish hey kay kisi din lahore tasbeeh khana akar aap kay pas beit kay kuch ilm hasil karoon,Positive
4719,afraad shadid zkhmi police,Negative
4720,badalta hy rang asmaan kesy kesy,Negative
4721,ye kya baat hui phle intrest jagate ho phir episode upload hi nhi krte,Negative
4722,in ki hum gair aur dair pa maqboliyat iss waqt samne aiye jab cricket ki sahafat kay sub say mutabar aur sub say qadeem adare wiz dan nay cricket ki tarekh kay sub say maqboul all round ka tayeen karney kay liye sarwe karaya aur imran khan ka naam sar e fehrist ho kar samne aya goya ian botham richard hadlee kapil dev aur jack kalex all rounder aaj bhi in ki maqboliyat ka muqabla nahi kar sakey,Positive
4723,saeed anwar mein is tabdeeli ki wajah in ki chotio beti ki maut bani,Negative
4724,jab reham khan se pocha gaya ke siyasat se qataa nazar imran ko aur kya pasand hai to in ke kehna tha ke jab main is ghar mein aai to mera tassur kuch is tarah ka tha ke ooo hooo imran ko to daal dalliya bhi thek tarah se nahi milta,Positive
4725,ps kharadar k bahir awam or traffic police me nok jhok jari,Negative
4726,shadi ka na hona jadu ka toor bimariyan shoar ko apna bana jumla masil ka rohani haal mojod ha mayoos afrad rabta kren masla hal ho jaen ga inshallah,Positive
4727,har paper mein yehi gaana yaad aata hai,Negative
4728,aunty k lie meri taraf se aik chummi idhr aik chummi idhr :'),Positive
4729,in ke falahi kaamon ki aur bosnia ki jangi qadiyon ke leye kaamon ki wajah se unhein united nations ke high commissioner baraye panah guzeen ne unhein apna khair sagali safeer muqarar kiya tha,Positive
4730,mere leye duniya ke mamlat mein dilchaspi lena aur duniya mein barhne ki khuwahish karna sirf waldah sahiba ke dam se tha,Negative
4731,pia saray ppp ka cota bara howa hay sealay ghar beathh kar lay rahay hain,Negative
4732,hum hun gay kamyab aik din,Positive
4733,allah pak lambi umar dy,Positive
4734,havaldar lalak jan shaheed ne kaha ke wo hospital ke bistar par apni jan nahi dena chahate un ki khawahish hai ke un ki jan medan e jang mien kaam aaye,Positive
4735,janay walay maut ki yaad dilate hain,Negative
4736,unkay daur e hukumat mein nawaz sharif datkar unki mukhalfat kartay rahay,Negative
4737,justice retire majida rizvi bhi un basaor khawateen mein shamil hain jo mehaz apne leye nahi jetein,Positive
4738,khandan ke jhaghron ka khush aslubi se tasfiya karati thein aur muhale ki khawaten mein bari maqbol thein,Positive
4739,zaberdast sheesha hai one liqua flavour bhe hai,Positive
4740,hamara tu yahanb nam nahi,Negative
4741,aunti ny kamal kr ditta m fan o gae kasmay,Positive
4742,landhi labour square me barish k pani me doob k bacha janbhaq,Negative
4743,wo keh rahe hein k wo ghar pe nahin hein,Negative
4744,maulana kausar niazi hamari siyasi tareekh ke wo aadmi the jinho ne mehaz apni salahiyat aur mehnat se aik maqam banaya magar wo zaati hesiyat mein khatir khuwa awami maqboliyat hasil na kar sake,Negative
4745,khair mubarak allah pak ubqari k nizam ki ta qyamt hifazat frmaye ameen,Positive
4746,yahan bhi sarojini naidu ke walid doctor aghomath ne in ka sath diya aur is ki parwah kiye bagher ke log kiya kahenge inho ne is shadi ki ijazat de di,Positive
4747,saalgira mubarak dunya tv,Positive
4748,phone acha hai laken gaming perfomence acha nahi haidusra with out back cover use karna mushkel hai,Negative
4749,hn mar loo jtna marna hn maro loo,Negative
4750,shaam k liyea dowa karway,Positive
4751,apne tibbi gudaz aur reham dili ki badolat imam bibi kisi ko musibat mein nahi dekh sakti thein,Positive
4752,urdu zaban ke is azeem khidmatgar musanif aur muhaqiq ne august ke roz karachi mein wafat pai,Negative
4753,supreme court ke arkan par mushtamil full bench ne pakistan steel mills ki nijkari ko kaladam qarar de deya,Negative
4754,mein suraj tolu hua to usney waheed murad ko aik nakam mayous paraganda fiker aur jhunjlaey huay insan key roop mein dekha shohrat ki herjae devi ab dhakey se aney waley nay hero nadeem par anayat ki barish ker rahi thi waheed key puraney sathi parvaiz masroor aur suhail jinhein khud waheed nay raunat se thokra deya tha apnay apnay maidan mein kamyabyon key jhandey gar rahay they,Negative
4755,mulk mein jab zia ul haq ka marshal law nafiz hua to yeh pir pagara he ki koshishen thin jin ke sabab general zia ul haq na sirf politicians se baat karne par aamada hote the bal ke inho ne mulk ko jamhoriyat ki patri par daalne ka wadah bhi pora kiya tha,Positive
4756,allah pak inko hamesha salamat rakheyameeeeeeeeeeen,Positive
4757,intikhab alam pakistan ki one day team ke phele captain hain,Positive
4758,meri meray waliden ki meray ghar walon ki aur momin mardon khawateen ki maghfirat farma,Positive
4759,wo khud bhi mutarannum the is liye inho na aesi lafziyat ka intekhab kiya jo ghanaiyat ke peykar par pore utarte hai,Positive
4760,ajeeb mixed ghussa plus laughter feels xd,Negative
4761,ap bht ache ho,Positive
4762,ke aaiyn ki tayyari mein mashraqi o maghrabi pakistan mein masawat ka usool manwane mein hussain shaheed suhrawardy ne nehayat aeham kirdar adaa kiya,Positive
4763,itna bura na bolen ek din ap logo na bhi phopho banna ha,Negative
4764,logon nay do teen cheekhay kya maari aunty tou shaat he hogaye,Negative
4765,wo pedal tornay main kamyaab rahay,Negative
4766,hamare logon ki hunarmandi ka meyar bhi thailand aur dubai ki takkar ka hona chahiye,Positive
4767,mama ko zaroor thanks kahin 😂😂😂😂😂😂,Positive
4768,le das is bat py lakh di lanat tery tyyy aunty,Negative
4769,allah parents ko bhi hidayat dai ke wo bachon ko aise programmes mai na bhaijenzainab ne sub ko jhanjhora hai jo jag gya wo nijat pa gyajo sota rha wo phr us din jagey ga jb,Negative
4770,itni bizti,Negative
4771,hahahahahaha koi aye na aye end wala mehmaan laazmi aata hai,Positive
4772,tmhari ami ko b 😂,Positive
4773,mera sb kch ap k lye qurban allah meray murshad ko seht ata farma in ka saya ta dair hamaray uper qaim rakhna ameen,Positive
4774,hahahaha lanat ho jhoto par,Negative
4775,dekh! naa layy punngaa!,Negative
4776,allah kareem hazrat ko salamat rakhe ameen,Positive
4777,is tournament mein kaamyabi se mere leye squash kheelne ki rahein khulti gayein phir bad mein na sirf pakistan balke beron e mulk mein bhi junior title jeetne mein kaamyab raha hun,Positive
4778,din k duno aur raat k kuch hisson me namaz qaim karo yaqeenan nekiyaan buraiyon ko mita deti hain,Positive
4779,fb hamesha sch kehtu ha,Negative
4780,yar wo jo start may left wali bandi hay na bari kamal hay cute,Positive
4781,behtree n sir boht pasand ayi,Positive
4782,azad kashmir k sabiq saddar amp tehreek azadi kashmir k baani sardar abdul qayyum inteqal kar gaye,Negative
4783,allah ki hafiz hai,Positive
4784,us waqat chief justice of pakistan janab justice saeed uz zaman sidiqi aur kai dosre baradar judge “pco” ke tehat half uthane par taiyar na howae to unhen retired kar deya gaya,Negative
4785,mamu bhi muhn main khunganian daal kay baith gaya hey,Negative
4786,sindh hukumat ne administrator karachi saqib soomro samait sindh k deputy commission ko ohday se farigh kardiya gaya,Negative
4787,kausar niazi ki siyasi taqreerein majmey mein josh o kharosh bhi paida karti thin aur fikar o danish ke nae dar bhi paida karti thin,Positive
4788,lanat hay is byzameer anker per,Negative
4789,chor bhaee tu,Negative
4790,market sey thora sasta mil raha tha yehan tou main ney yehin sey ley lia apni baki items kay sath quality bohat achi lagi kyunkay baalon kay liye healthy sabit hua aur split ends theek kar diye,Positive
4791,chaudhry aslam par mawara e adalat ke qatal ke ilzamat bhi lage,Negative
4792,ahmed faraz ki nazmon aur ghazlon ko aalmi satah par shohrat hasil hui,Positive
4793,koi soch b nahin sakta k itna bay hiss aur bay zamir banda b hi sakta hai tuff hai,Negative
4794,allaha sp ko barkat ata lary,Positive
4795,duniya e squash mein ke ikhtetam par un ki world ranking thi tahum nasir iqbal ke azam buland hain aur bohat jald dunya ke top ten khilariyon mein shamil hone ke leye pori mehnat kar rahe hain,Positive
4796,nasir iqbal : koshish yehi hoti hia ke mehnat karen aura chi karkardagi pesh karen,Positive
4797,allah walay jo batya ja raha hai us par yaqeen kar lain us main sb kuch mill jaye ga,Positive
4798,zabardast lalay khush reh,Positive
4799,allah jisay chahta hai qurb k liye chunta hai aur apni taraf ruju karnay walon ko hidayat deta hai,Positive
4800,last one paisa bohat ha bohoot bohoot sara,Positive
4801,kehti theen k is mahinay ki ko mangni karne ka irada rakhti hain aur ye k khuwaaroon k badshah salamat ko bhi daawat thi,Positive
4802,khul kay naachna shah rukh ji nay sikhaaya,Negative
4803,sir bi imran khan kaa sth dy rhaye ha,Positive
4804,pura semester time waste krte hain hmara srf :'(,Negative
4805,baqi sub venders sy sasta hai,Positive
4806,car ko saaf kernay ke lieya bohat kaam ata hai,Positive
4807,allah sub ko hidayat day,Positive
4808,app b achi app ka dil b acha aur alaya ki kai baat hai,Positive
4809,lanat,Negative
4810,insha allah main bohat jald quomi team ki numaindagi karon gi,Positive
4811,mujhe is baat ki khushi hai ke main ne ke games mein infaradi tor par sab se ziyadah gold medals leye the jo aik record hai,Positive
4812,beta me apke liye stock exchange k papers bhejta hun kyunke apka interest lg rha hai issme,Positive
4813,please mjhe jitwa do ik,Positive
4814,mashaallah jawan lug rahi ho,Positive
4815,pagal jai na hoye reporter ka hath e le k beth gai,Negative
4816,astagfurallah ya allah reham kara,Negative
4817,abhi bhi is ko behtar kiya ja sakta hai,Positive
4818,helo fahad bhai main ali aap ka sab se bigest fan kasam se i love u main aap se frendship krna chahta hoo,Positive
4819,yun shahid afridi raaton raat gumnami se nikal kar aik super star ban gae the,Positive
4820,jhootay case awam ko quaid se dur nhi kr saktay farooq sattar,Negative
4821,bilkul bakwas set hai battery charging boht slow hai back camera single hai aur wo bhi mp hai net speed boht slow hai aur set hang bhi hota hai overall ye set acha nhi hai,Negative
4822,halakatain hoin,Negative
